NAME,DISTURBANCE_ID,TM,DATA_SRC,SURFACE_CODE,CYC_TYPE,LAT,LON,CENTRAL_PRES,CENTRAL_PRES_UNCERTAINTY,MN_RADIUS_OUTER_ISOBAR,MN_RADIUS_GF_WND,MN_RADIUS_SF_WIND,MN_RADIUS_HF_WIND,MN_RADIUS_MAX_WIND,MAX_WIND_SPD,MAX_WIND_GUST
Bianca,AU201011_12U,2011/01/27 18:00,2,1,40,-21.7,111.5,951,,444,148,111,46,19,46.3,64.3
Bianca,AU201011_12U,2011/01/28 0:00,2,1,40,-22.8,110.1,949,,444,148,111,46,19,48.9,69.5
Bianca,AU201011_12U,2011/01/28 6:00,2,1,40,-23.9,108.8,950,,389,148,111,46,19,46.3,64.3
Bianca,AU201011_12U,2011/01/28 12:00,2,1,40,-24.9,108.3,950,,333,148,111,46,19,46.3,64.3
Bianca,AU201011_12U,2011/01/28 18:00,2,1,40,-26.3,108,968,,278,148,74,46,19,36,51.4
Bianca,AU201011_12U,2011/01/29 0:00,2,1,40,-27.6,107.8,971,,333,140,74,46,28,33.4,46.3
Bianca,AU201011_12U,2011/01/29 6:00,2,1,40,-29,108.3,973,,333,133,74,46,37,33.4,46.3
Bianca,AU201011_12U,2011/01/29 12:00,2,1,30,-29.8,109.5,982,,222,155,56,0,46,25.7,36
Bianca,AU201011_12U,2011/01/29 18:00,2,1,30,-30.3,110.9,994,,222,103,0,0,56,18,25.7
Bianca,AU201011_12U,2011/01/30 0:00,2,1,20,-30.9,112.3,999,,278,0,0,0,,15.4,23.2
Bianca,AU201011_12U,2011/01/30 6:00,2,1,20,-31.5,113.4,1000,,278,0,0,0,,10.3,23.2
Yasi,AU201011_14U,2011/01/31 12:00,20,1,40,-13.5,160.5,971,,407,185,81,44,41,36,51.4
Yasi,AU201011_14U,2011/01/31 18:00,20,1,40,-13.7,158.6,968,,444,200,100,52,41,38.6,54
Yasi,AU201011_14U,2011/02/01 0:00,20,1,40,-14.1,156.7,966,,482,207,118,52,37,41.2,56.6
Yasi,AU201011_14U,2011/02/01 6:00,20,1,40,-14.4,155,956,,444,233,118,52,37,46.3,64.3
Yasi,AU201011_14U,2011/02/01 12:00,20,1,40,-14.9,153.2,940,,444,248,129,52,33,54,74.6
Yasi,AU201011_14U,2011/02/01 18:00,20,1,40,-15.7,151.7,938,,407,248,131,52,28,54,77.2
Yasi,AU201011_14U,2011/02/02 0:00,20,1,40,-16.5,149.7,937,,370,307,137,55,28,54,77.2
Yasi,AU201011_14U,2011/02/02 6:00,20,1,40,-17.1,148.1,931,,370,255,140,59,24,56.6,79.7
Yasi,AU201011_14U,2011/02/02 12:00,20,1,40,-17.5,146.8,930,,333,244,133,55,22,56.6,79.7
Yasi,AU201011_14U,2011/02/02 14:30,20,3,40,-17.96,146.03,929,,333,233,122,44,22,56.6,79.7
Yasi,AU201011_14U,2011/02/02 18:00,20,2,40,-18.5,145,958,,500,218,118,37,28,43.7,61.7
Yasi,AU201011_14U,2011/02/03 0:00,20,2,30,-19.3,143.1,984,,407,192,78,0,46,25.7,36
Yasi,AU201011_14U,2011/02/03 6:00,20,2,30,-20,141.5,994,,370,66,0,0,46,18,25.7
Yasi,AU201011_14U,2011/02/03 12:00,20,2,20,-20.6,140.6,996,,,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/14 6:00,2,1,20,-16.6,118.6,1000,5,167,0,0,0,,10.3,23.2
Dianne,AU201011_16U,2011/02/14 12:00,2,1,20,-17.8,117.47,1000,5,167,0,0,0,,10.3,23.2
Dianne,AU201011_16U,2011/02/14 18:00,2,1,20,-18.29,115.41,1000,5,167,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/15 0:00,2,1,20,-18.57,114.35,1000,5,444,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/15 6:00,2,1,20,-18.89,112.68,1000,5,444,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/15 12:00,2,1,20,-19.11,112.18,1000,5,333,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/15 18:00,2,1,20,-19.2,111.96,996,5,333,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/16 0:00,2,1,20,-19.13,111.83,996,5,333,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/16 6:00,2,1,20,-19.04,111.62,996,5,333,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/16 12:00,2,1,20,-19,111.4,996,5,556,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/16 18:00,2,1,30,-19.2,111.1,990,5,556,133,0,0,37,20.6,28.3
Dianne,AU201011_16U,2011/02/17 0:00,2,1,30,-19.2,110.94,985,5,556,133,0,0,28,23.2,33.4
Dianne,AU201011_16U,2011/02/17 6:00,2,1,30,-18.71,110.61,983,5,556,133,37,0,28,25.7,36
Dianne,AU201011_16U,2011/02/17 12:00,2,1,30,-18.95,110.64,978,5,389,133,37,0,19,25.7,36
Dianne,AU201011_16U,2011/02/17 18:00,2,1,30,-19.46,110.33,978,5,389,133,37,0,37,25.7,36
Dianne,AU201011_16U,2011/02/18 0:00,2,1,30,-19.8,110,978,5,556,133,37,0,28,25.7,36
Dianne,AU201011_16U,2011/02/18 6:00,2,1,30,-20.33,109.38,978,5,556,133,37,0,19,25.7,36
Dianne,AU201011_16U,2011/02/18 12:00,2,1,30,-20.82,108.78,978,5,556,133,37,0,28,25.7,36
Dianne,AU201011_16U,2011/02/18 18:00,2,1,30,-20.94,108.29,976,5,556,133,37,0,28,28.3,38.6
Dianne,AU201011_16U,2011/02/19 0:00,2,1,40,-21.5,108.13,970,5,556,163,56,37,19,33.4,46.3
Dianne,AU201011_16U,2011/02/19 6:00,2,1,40,-22.24,107.89,966,5,556,163,56,37,19,36,51.4
Dianne,AU201011_16U,2011/02/19 12:00,2,1,40,-22.73,107.76,961,5,444,133,56,37,19,38.6,54
Dianne,AU201011_16U,2011/02/19 18:00,2,1,40,-23.17,107.52,960,5,444,177,56,37,19,38.6,54
Dianne,AU201011_16U,2011/02/20 0:00,2,1,40,-23.74,107.35,963,5,389,133,56,37,19,36,51.4
Dianne,AU201011_16U,2011/02/20 6:00,2,1,40,-24.25,106.76,963,5,389,133,46,28,19,36,51.4
Dianne,AU201011_16U,2011/02/20 12:00,2,1,40,-24.58,106.01,967,5,333,104,46,28,19,33.4,46.3
Dianne,AU201011_16U,2011/02/20 18:00,2,1,40,-24.88,105.11,968,5,333,104,46,28,19,33.4,46.3
Dianne,AU201011_16U,2011/02/21 0:00,2,1,30,-25.12,104.13,976,5,444,92,37,0,37,30.9,43.7
Dianne,AU201011_16U,2011/02/21 6:00,2,1,30,-25.76,103.14,983,5,444,103,28,0,37,25.7,36
Dianne,AU201011_16U,2011/02/21 12:00,2,1,30,-26.54,102.52,988,5,389,96,0,0,46,20.6,28.3
Dianne,AU201011_16U,2011/02/21 18:00,2,1,30,-27.18,102.11,990,5,389,96,0,0,56,18,25.7
Dianne,AU201011_16U,2011/02/22 0:00,2,1,20,-28.39,102,994,5,444,0,0,0,,15.4,23.2
Dianne,AU201011_16U,2011/02/22 6:00,2,1,20,-29.48,102.24,997,5,444,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/22 12:00,2,1,20,-30.41,102.7,998,5,333,0,0,0,,12.9,23.2
Dianne,AU201011_16U,2011/02/22 18:00,2,1,20,-30.91,102.5,998,5,333,0,0,0,,10.3,23.2
Dianne,AU201011_16U,2011/02/23 0:00,2,1,20,-31.14,102.5,999,5,222,0,0,0,,10.3,23.2
Dianne,AU201011_16U,2011/02/23 6:00,2,1,20,-31.63,102.57,1000,5,,0,0,0,,10.3,23.2
Carlos,AU201011_17U,2011/02/14 0:00,3,2,20,-14,132,1004,,,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/14 6:00,3,2,20,-14,131.9,1003,,,0,0,0,,10.3,23.2
Carlos,AU201011_17U,2011/02/14 12:00,3,2,20,-13.6,131,1004,,,0,0,0,,12.9,23.2
Carlos,AU201011_17U,2011/02/14 18:00,3,2,20,-13.2,130.5,1003,,,0,0,0,,12.9,23.2
Carlos,AU201011_17U,2011/02/15 0:00,3,2,20,-13.3,130.7,1004,,167,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/15 6:00,3,2,20,-13,130.4,1000,,222,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/15 12:00,3,4,21,-12.73,130.61,999,,167,46,0,0,,20.6,28.3
Carlos,AU201011_17U,2011/02/15 15:00,3,1,21,-12.6,130.5,992,,167,46,0,0,,20.6,28.3
Carlos,AU201011_17U,2011/02/15 18:00,3,1,21,-12.36,130.66,994,,167,46,0,0,,18,28.3
Carlos,AU201011_17U,2011/02/15 21:00,3,2,30,-12.54,130.72,993,,167,51,0,0,28,18,28.3
Carlos,AU201011_17U,2011/02/16 0:00,3,2,30,-12.41,130.99,995,,167,55,0,0,19,18,28.3
Carlos,AU201011_17U,2011/02/16 3:00,3,2,30,-12.55,131.02,996,,,55,0,0,,18,28.3
Carlos,AU201011_17U,2011/02/16 6:00,3,2,30,-12.49,130.94,995,,167,60,0,0,19,18,28.3
Carlos,AU201011_17U,2011/02/16 9:00,3,2,30,-12.54,130.98,994,,,53,0,0,,20.6,28.3
Carlos,AU201011_17U,2011/02/16 12:00,3,2,30,-12.55,131.03,994,,83,53,0,0,28,18,28.3
Carlos,AU201011_17U,2011/02/16 15:00,3,2,21,-12.62,131.17,995,,111,31,0,0,19,18,28.3
Carlos,AU201011_17U,2011/02/16 18:00,3,2,20,-12.86,131.34,993,,167,0,0,0,19,15.4,23.2
Carlos,AU201011_17U,2011/02/17 0:00,3,2,20,-13.19,131.1,997,,167,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/17 6:00,3,2,20,-13.4,130.76,996,,167,0,0,0,,12.9,23.2
Carlos,AU201011_17U,2011/02/17 12:00,3,2,20,-13.7,130.6,996,,111,0,0,0,,10.3,23.2
Carlos,AU201011_17U,2011/02/17 18:00,3,2,20,-13.9,130.69,996,,167,0,0,0,,10.3,23.2
Carlos,AU201011_17U,2011/02/18 0:00,3,2,20,-14.2,130.5,999,,111,0,0,0,,10.3,23.2
Carlos,AU201011_17U,2011/02/18 6:00,3,2,20,-14.65,130.26,997,,222,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/18 12:00,3,2,20,-14.98,130.21,998,,139,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/18 18:00,3,2,20,-15.5,130,997,,167,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/19 0:00,2,2,20,-15.5,129.1,1000,,444,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/19 6:00,2,2,20,-15.1,128.5,998,,333,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/19 12:00,2,2,20,-15.3,128.2,998,,333,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/19 18:00,2,2,20,-15.7,127.4,998,,333,0,0,0,,10.3,20.6
Carlos,AU201011_17U,2011/02/20 0:00,2,2,20,-15.9,126.5,998,,444,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/20 6:00,2,2,20,-16.4,125.15,996,,444,0,0,0,,7.7,20.6
Carlos,AU201011_17U,2011/02/20 12:00,2,2,20,-17.2,123.65,994,,333,0,0,0,,12.9,23.2
Carlos,AU201011_17U,2011/02/20 18:00,2,4,20,-17.5,122,994,,333,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/21 0:00,2,1,30,-17.8,121.6,994,,333,89,0,0,28,18,25.7
Carlos,AU201011_17U,2011/02/21 6:00,2,1,30,-18.53,120.1,994,,333,118,0,0,46,18,25.7
Carlos,AU201011_17U,2011/02/21 12:00,2,1,30,-19,119.1,992,,370,114,0,0,28,20.6,28.3
Carlos,AU201011_17U,2011/02/21 18:00,2,1,30,-19.5,118.4,987,,370,114,0,0,19,23.2,33.4
Carlos,AU201011_17U,2011/02/21 21:00,2,1,30,-20,117.7,987,,,114,0,0,28,23.2,33.4
Carlos,AU201011_17U,2011/02/22 0:00,2,1,30,-20.2,117.3,984,,444,115,24,0,28,25.7,36
Carlos,AU201011_17U,2011/02/22 3:00,2,1,30,-20.6,117,980,,444,103,55,0,28,25.7,36
Carlos,AU201011_17U,2011/02/22 4:00,2,3,30,-20.7,116.9,980,,444,96,55,0,28,25.7,36
Carlos,AU201011_17U,2011/02/22 6:00,2,4,30,-20.8,116.3,980,,444,81,55,0,28,25.7,36
Carlos,AU201011_17U,2011/02/22 12:00,2,1,30,-21.2,115.4,978,,444,92,49,0,19,30.9,43.7
Carlos,AU201011_17U,2011/02/22 18:00,2,1,30,-21.7,114.8,978,,444,85,49,0,19,28.3,38.6
Carlos,AU201011_17U,2011/02/23 0:00,2,1,30,-22.1,114.1,978,,556,103,41,0,19,25.7,36
Carlos,AU201011_17U,2011/02/23 6:00,2,1,30,-22.7,113.3,978,,556,111,29,0,28,25.7,36
Carlos,AU201011_17U,2011/02/23 12:00,2,1,30,-23,112.5,978,,370,111,29,0,28,28.3,38.6
Carlos,AU201011_17U,2011/02/23 18:00,2,1,30,-23.1,111.7,978,,482,118,29,0,28,28.3,38.6
Carlos,AU201011_17U,2011/02/24 0:00,2,1,30,-23.81,110.82,978,,556,118,29,0,28,28.3,38.6
Carlos,AU201011_17U,2011/02/24 6:00,2,1,30,-24.39,109.73,978,,444,118,29,0,28,28.3,38.6
Carlos,AU201011_17U,2011/02/24 12:00,2,1,30,-24.8,108.62,974,,444,118,29,0,28,30.9,43.7
Carlos,AU201011_17U,2011/02/24 18:00,2,1,40,-25.43,107.6,970,,444,118,44,37,28,33.4,46.3
Carlos,AU201011_17U,2011/02/25 0:00,2,1,30,-26.14,106.84,969,,444,118,44,0,28,30.9,43.7
Carlos,AU201011_17U,2011/02/25 6:00,2,1,30,-27.02,105.89,981,,444,66,36,0,37,28.3,38.6
Carlos,AU201011_17U,2011/02/25 12:00,2,1,30,-27.85,105.5,980,,500,118,36,0,28,25.7,36
Carlos,AU201011_17U,2011/02/25 18:00,2,1,30,-28.72,104.88,990,,444,133,0,0,37,20.6,28.3
Carlos,AU201011_17U,2011/02/26 0:00,2,1,30,-29.56,104.29,993,,444,104,0,0,37,18,25.7
Carlos,AU201011_17U,2011/02/26 6:00,2,1,20,-30.34,104.09,994,,444,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/26 12:00,2,1,20,-31.02,103.94,994,,444,0,0,0,,15.4,23.2
Carlos,AU201011_17U,2011/02/26 18:00,2,1,20,-31.35,104.18,996,,389,0,0,0,,12.9,23.2
Carlos,AU201011_17U,2011/02/27 0:00,2,1,20,-32,104,1000,,389,0,0,0,,10.3,23.2
Errol,AU201011_29U,2011/04/12 18:00,20,1,20,-11.7,125.5,1006,,167,0,0,0,,12.9,23.2
Errol,AU201011_29U,2011/04/13 0:00,20,1,20,-11.8,125.8,1006,,167,0,0,0,,12.9,23.2
Errol,AU201011_29U,2011/04/13 6:00,20,1,20,-11.86,125.96,1004,,167,0,0,0,,12.9,23.2
Errol,AU201011_29U,2011/04/13 12:00,20,1,20,-11.9,126,1006,,167,0,0,0,,12.9,23.2
Errol,AU201011_29U,2011/04/13 18:00,20,1,20,-11.98,125.93,1004,,167,0,0,0,,15.4,23.2
Errol,AU201011_29U,2011/04/14 0:00,20,1,21,-12.3,126.1,1004,,167,37,0,0,,18,23.2
Errol,AU201011_29U,2011/04/14 6:00,20,1,21,-12.3,126.2,1002,,167,37,0,0,,18,23.2
Errol,AU201011_29U,2011/04/14 12:00,20,1,21,-12.5,126.3,1000,,167,37,0,0,,20.6,28.3
Errol,AU201011_29U,2011/04/14 18:00,20,1,30,-12.6,126.3,998,,167,42,0,0,28,20.6,28.3
Errol,AU201011_29U,2011/04/15 0:00,20,1,30,-12.7,126.1,998,,167,42,0,0,28,20.6,28.3
Errol,AU201011_29U,2011/04/15 6:00,20,1,30,-12.7,126,994,,167,42,0,0,22,23.2,33.4
Errol,AU201011_29U,2011/04/15 12:00,20,1,30,-12.4,125.9,992,,167,40,0,0,19,23.2,33.4
Errol,AU201011_29U,2011/04/15 18:00,20,1,30,-12.1,125.4,988,,167,40,28,0,15,28.3,38.6
Errol,AU201011_29U,2011/04/16 0:00,20,1,30,-11.7,125.1,985,,167,40,28,15,9,33.4,46.3
Errol,AU201011_29U,2011/04/16 6:00,20,1,30,-11.3,124.8,987,,167,40,28,0,19,30.9,43.7
Errol,AU201011_29U,2011/04/16 12:00,20,1,30,-11,124.7,990,,167,40,28,0,19,25.7,36
Errol,AU201011_29U,2011/04/16 18:00,20,1,30,-10.9,124.4,994,,167,40,28,0,19,25.7,36
Errol,AU201011_29U,2011/04/17 0:00,20,1,30,-10.8,124.2,995,,167,44,0,0,28,23.2,33.4
Errol,AU201011_29U,2011/04/17 6:00,20,1,30,-10.6,124.2,996,,167,44,0,0,28,20.6,28.3
Errol,AU201011_29U,2011/04/17 12:00,20,1,30,-10.4,124.3,998,,148,40,0,0,28,18,25.7
Errol,AU201011_29U,2011/04/17 18:00,20,1,30,-10.2,124.5,998,,130,39,0,0,28,18,25.7
Errol,AU201011_29U,2011/04/18 0:00,20,3,20,-10,124.4,1000,,130,0,0,0,,15.4,23.2
Alenga,AU201112_01U,2011/12/02 0:00,2,1,20,-5.5,98.4,1006,,,0,0,0,,7.7,10.3
Alenga,AU201112_01U,2011/12/02 6:00,2,1,20,-7,98.1,1006,,,0,0,0,,7.7,10.3
Alenga,AU201112_01U,2011/12/02 12:00,2,1,20,-7.4,97.7,1006,,,0,0,0,,7.7,10.3
Alenga,AU201112_01U,2011/12/02 18:00,2,1,20,-7.7,97.4,1005,,,0,0,0,,10.3,15.4
Alenga,AU201112_01U,2011/12/03 0:00,2,1,20,-8.2,97,1004,,,0,0,0,,10.3,15.4
Alenga,AU201112_01U,2011/12/03 6:00,2,1,20,-8.9,96.3,1004,,,0,0,0,,10.3,15.4
Alenga,AU201112_01U,2011/12/03 12:00,2,1,20,-9.7,95.3,1004,,,0,0,0,,10.3,15.4
Alenga,AU201112_01U,2011/12/03 18:00,2,1,20,-10.5,93.7,1004,,,0,0,0,,10.3,15.4
Alenga,AU201112_01U,2011/12/04 0:00,2,1,20,-11.2,92.3,1002,,,0,0,0,,12.9,18
Alenga,AU201112_01U,2011/12/04 6:00,2,1,20,-11.7,91,1001,,,0,0,0,,13.9,20.6
Alenga,AU201112_01U,2011/12/04 12:00,1,1,20,-12.1,89.9,1001,,,0,0,0,,13.9,20.6
Alenga,AU201112_01U,2011/12/04 18:00,1,1,20,-12.1,88.9,999,,,0,0,0,,17,23.2
Alenga,AU201112_01U,2011/12/05 0:00,1,1,30,-12.2,88.1,997,,,99,0,0,85,20.6,28.3
Alenga,AU201112_01U,2011/12/05 6:00,1,1,30,-12.2,87.7,996,,,103,0,0,72,21.6,30.9
Alenga,AU201112_01U,2011/12/05 12:00,1,1,30,-12.2,87.6,995,,,107,0,0,69,21.6,30.9
Alenga,AU201112_01U,2011/12/05 18:00,1,1,30,-12.4,87.6,994,,,111,0,0,76,23.2,33.4
Alenga,AU201112_01U,2011/12/06 0:00,1,1,30,-12.7,87.7,995,,,96,0,0,65,20.6,28.3
Alenga,AU201112_01U,2011/12/06 6:00,1,1,30,-13.1,87.6,996,,,81,0,0,69,19,25.7
Alenga,AU201112_01U,2011/12/06 12:00,1,1,30,-13.5,87.9,997,,,88,0,0,61,18,25.7
Alenga,AU201112_01U,2011/12/06 18:00,1,1,30,-13.7,88.3,997,,,88,0,0,44,18,25.7
Alenga,AU201112_01U,2011/12/07 0:00,2,1,30,-14,89.3,993,,648,88,0,0,28,23.2,33.4
Alenga,AU201112_01U,2011/12/07 6:00,2,1,30,-14.3,89.9,986,,648,88,37,0,28,28.3,38.6
Alenga,AU201112_01U,2011/12/07 12:00,2,1,30,-14.8,91.6,985,,778,88,37,0,28,30.9,43.7
Alenga,AU201112_01U,2011/12/07 18:00,2,1,40,-15.5,93.3,981,,778,100,74,37,37,33.4,46.3
Alenga,AU201112_01U,2011/12/08 0:00,2,1,40,-16.2,94.9,975,,556,111,74,37,28,36,51.4
Alenga,AU201112_01U,2011/12/08 6:00,2,1,40,-17.3,96.8,972,,463,111,74,37,19,38.6,54
Alenga,AU201112_01U,2011/12/08 12:00,2,1,40,-18.5,98.4,973,,463,100,56,28,19,36,51.4
Alenga,AU201112_01U,2011/12/08 18:00,2,1,30,-19.2,99.7,980,,463,100,37,0,37,30.9,43.7
Alenga,AU201112_01U,2011/12/09 0:00,2,1,30,-20.6,101.6,988,,463,55,37,0,46,25.7,36
Alenga,AU201112_01U,2011/12/09 6:00,2,1,20,-21.2,102.4,995,,167,0,0,0,,15.4,23.2
Alenga,AU201112_01U,2011/12/09 12:00,2,1,20,-21.5,102.7,997,,,0,0,0,,15.4,23.2
Grant,AU201112_04U,2011/12/23 12:00,3,1,20,-10.6,132,999,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/23 18:00,3,1,20,-10.6,131.8,998,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/24 0:00,3,1,20,-10.6,131.5,998,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/24 6:00,3,1,20,-10.4,131.6,997,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/24 12:00,3,1,20,-10.4,132,996,,222,0,0,0,,15.4,23.2
Grant,AU201112_04U,2011/12/24 18:00,3,1,21,-10.4,132.6,993,,222,37,0,0,,18,25.7
Grant,AU201112_04U,2011/12/25 0:00,3,1,30,-10.7,132.8,985,,222,41,0,0,22,23.2,33.4
Grant,AU201112_04U,2011/12/25 6:00,3,1,30,-11,132.8,979,,222,59,24,0,19,28.3,38.6
Grant,AU201112_04U,2011/12/25 9:00,3,1,30,-11.3,132.8,976,,222,55,29,0,19,30.9,43.7
Grant,AU201112_04U,2011/12/25 12:00,3,3,30,-11.6,132.8,979,,222,55,24,0,22,28.3,38.6
Grant,AU201112_04U,2011/12/25 18:00,3,3,30,-12,132.7,984,,222,44,18,0,22,25.7,36
Grant,AU201112_04U,2011/12/26 0:00,3,2,30,-12.5,132.7,990,,222,37,0,0,22,18,28.3
Grant,AU201112_04U,2011/12/26 6:00,3,2,20,-12.9,132.6,996,,222,0,0,0,,15.4,23.2
Grant,AU201112_04U,2011/12/26 12:00,3,2,20,-13.2,132.6,996,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/26 18:00,3,2,20,-13.4,132.7,997,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/27 0:00,3,2,20,-13.7,132.9,999,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/27 6:00,3,2,20,-14,133.6,999,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/27 12:00,3,2,20,-14,134.3,1000,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/27 18:00,3,2,20,-14,134.8,1001,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/28 0:00,3,2,20,-14.1,135.4,1001,,278,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/28 6:00,3,4,20,-14.1,136.2,1000,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/28 12:00,3,1,20,-14.3,137.1,1001,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/28 18:00,3,1,20,-14.4,138,998,,222,0,0,0,,12.9,23.2
Grant,AU201112_04U,2011/12/29 0:00,3,1,20,-14.4,139.2,1001,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/29 6:00,3,1,20,-14,140.23,1002,,222,0,0,0,,10.3,23.2
Grant,AU201112_04U,2011/12/29 12:00,3,1,20,-13.7,140.72,1001,,222,0,0,0,,10.3,23.2
Heidi,AU201112_07U,2012/01/09 0:00,2,1,20,-12,118,1004,,222,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/09 6:00,2,1,20,-12.1,117.8,1004,,222,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/09 12:00,2,1,20,-12.3,119.9,1004,,222,0,0,0,,10.3,23.2
Heidi,AU201112_07U,2012/01/09 18:00,2,1,20,-13.3,119.6,1002,,222,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/10 0:00,2,1,20,-14.5,119.5,1002,,278,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/10 6:00,2,1,20,-15.45,119.5,1000,,296,0,0,0,,15.4,23.2
Heidi,AU201112_07U,2012/01/10 12:00,2,1,30,-16.6,119.45,995,,241,78,0,0,56,20.6,28.3
Heidi,AU201112_07U,2012/01/10 15:00,2,1,30,-17,119.42,993,,241,103,0,0,56,23.2,33.4
Heidi,AU201112_07U,2012/01/10 18:00,2,1,30,-17.56,119.4,990,,241,128,37,0,28,25.7,36
Heidi,AU201112_07U,2012/01/11 0:00,2,1,30,-18.3,119.4,984,,222,107,37,0,28,28.3,38.6
Heidi,AU201112_07U,2012/01/11 3:00,2,1,30,-18.8,119.14,984,,222,88,37,0,28,28.3,38.6
Heidi,AU201112_07U,2012/01/11 6:00,2,1,30,-19.1,118.9,980,,204,77,37,0,28,28.3,38.6
Heidi,AU201112_07U,2012/01/11 12:00,2,1,40,-19.5,118.9,972,,167,63,37,22,19,33.4,46.3
Heidi,AU201112_07U,2012/01/11 13:00,2,1,40,-19.6,118.9,968,,167,63,37,22,19,36,51.4
Heidi,AU201112_07U,2012/01/11 14:00,2,1,40,-19.75,118.88,968,,167,63,37,22,19,36,51.4
Heidi,AU201112_07U,2012/01/11 15:00,2,1,40,-19.83,118.82,968,,167,52,37,22,19,36,51.4
Heidi,AU201112_07U,2012/01/11 16:00,2,1,40,-19.9,118.8,964,,167,52,37,22,19,38.6,54
Heidi,AU201112_07U,2012/01/11 17:00,2,1,40,-19.98,118.78,964,,167,52,37,22,19,38.6,54
Heidi,AU201112_07U,2012/01/11 18:00,2,1,40,-20.07,118.76,960,,148,48,30,19,15,41.2,56.6
Heidi,AU201112_07U,2012/01/11 20:00,2,3,40,-20.26,118.73,960,,148,48,19,9,6,41.2,56.6
Heidi,AU201112_07U,2012/01/11 21:00,2,2,40,-20.39,118.71,964,,111,46,18,6,6,38.6,54
Heidi,AU201112_07U,2012/01/12 0:00,2,2,40,-20.73,118.58,974,,111,37,17,6,6,33.4,46.3
Heidi,AU201112_07U,2012/01/12 3:00,2,2,30,-21.1,118.41,980,,111,33,19,0,19,28.3,38.6
Heidi,AU201112_07U,2012/01/12 6:00,2,2,30,-21.4,118.3,982,,93,36,22,0,19,25.7,36
Heidi,AU201112_07U,2012/01/12 9:00,2,2,30,-21.8,118.2,990,,93,36,0,0,33,20.6,28.3
Heidi,AU201112_07U,2012/01/12 12:00,2,2,30,-22.1,118.2,995,,93,29,0,0,28,18,25.7
Heidi,AU201112_07U,2012/01/12 15:00,2,2,20,-22.6,118.2,998,,130,0,0,0,,15.4,23.2
Heidi,AU201112_07U,2012/01/12 18:00,2,2,20,-23.1,118,1000,,148,0,0,0,,15.4,23.2
Heidi,AU201112_07U,2012/01/13 0:00,2,2,20,-24.2,117.7,1000,,185,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/13 6:00,2,2,20,-25,117.65,1000,,185,0,0,0,,12.9,23.2
Heidi,AU201112_07U,2012/01/13 8:00,2,2,20,-25.2,117.5,998,,,0,0,0,,12.9,23.2
Iggy,AU201112_11U,2012/01/23 12:00,2,1,20,-15,116,1002,,444,0,0,0,,12.9,23.2
Iggy,AU201112_11U,2012/01/23 18:00,2,1,20,-15.15,114.5,1001,,444,0,0,0,,12.9,23.2
